"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 13:01:15 GMT 2024","Wed Jun 12 13:01:15 GMT 2024","24","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Wed Jun 12 13:01:15 GMT 2024","Wed Jun 12 13:01:15 GMT 2024","794","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Wed Jun 12 13:01:15 GMT 2024","Wed Jun 12 13:01:16 GMT 2024","314","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Wed Jun 12 13:01:29 GMT 2024","Wed Jun 12 13:01:30 GMT 2024","885","tests","test_edit","","","","test_autocomplete",""
"passed","Wed Jun 12 13:01:36 GMT 2024","Wed Jun 12 13:01:37 GMT 2024","682","tests","test_login","","","","test_successful_login",""
"passed","Wed Jun 12 13:01:31 GMT 2024","Wed Jun 12 13:01:34 GMT 2024","2778","tests","test_edit","","","","test_edit",""
"passed","Wed Jun 12 13:01:37 GMT 2024","Wed Jun 12 13:01:38 GMT 2024","682","tests","test_login","","","","test_failed_login",""
"passed","Wed Jun 12 13:01:35 GMT 2024","Wed Jun 12 13:01:35 GMT 2024","42","tests","test_home","","","","test_successful_login",""
